Movie_Title,Storyline
Joli joli,Bring Them Home/Aiskótáhkapiyaaya chronicles a decades-long initiative by members of the Blackfoot Confederacy to bring wild buffalo (Blackfeet: iinnii) back to the Blackfeet Reservation.
Efsane,"A Computer Savvy NJ Mob Prince, who's been reorganizing organized crime, gets challenged for the top spot by his hot-tempered former childhood best friend."
Damn! The Duke Got the Wrong Girl,"After the murder of her childhood best friend and fellow classmate, Kathleen must catch a killer who's preying on young girls around campus."
Green,Bheem and his gang travel to the past to king Damyaan and stop him from being immortal.
Blood Money,Betrayal spawns an unexpected night through the streets of Tokyo for two strangers left questioning the meaning of life and love.
The Water Front,"A young Mongolian couple's lives are uprooted when climate change forces them to leave their rural home for the city, where they must adapt to an unfamiliar way of life."
Pasar Setan,"After Chhatrapati Shivaji's death, Chhatrapati Sambhaji leads Marathas. Bahadur Khan, Subhedar of Burhanpur, with Kakar Khan, levies Jizya tax on people. Sambhaji raids city, saving people from unjust rule."
Natatorium,"A portrait of European youth as they navigate life in their twenties, grappling with uncertainty and searching for purpose."
Rockbottom,"Nina, a tempestuous young woman joins a group of hunters in a remote cabin. A mysterious stranger's arrival disrupts her newfound place in their male micro-society."
N'avoue jamais,"Madness, mayhem, and mummification rites ensue when a documentary filmmaker visits the rural commune of an ancient Egyptian inspired cult to interview its enigmatic leader."
Par amour,"Jane, a stalker, becomes involved with her band-crush Demetri, a budding rock star, for whom she does terrible things to ensure his rise to stardom. While Jane schemes to support the band with bloody and chaotic effect the reality of his situation slowly dawns on Demetri, but is it too late?"
Billy,"The cricket captains of Arakkonam, Ranjith and Rajesh, ignite a rivalry that ruins their chances of playing when politics interferes."
Dirty Money,"Vares gets a desperate call from his friend Kyy, who needs saving. While Vares is saving his friend, the daughter of a new family of private detectives is kidnapped. Vares has to gamble with higher stakes than ever before. Events begin to link up with the parties of a mysterious sex cult and a showdown in the underworld. Who can Jussi Vares finally save?"
Not Just a Goof,"Teresa's daughters and her mother-in-law, a nonagenarian with senile dementia, arrive at her house. The daughters will meet their mother and grandmother at a family reunion to commemorate the anniversary of their father's death."
Allen Sunshine,"Sarah, a depressed college drop-out, must uncover her family's twisted history, and her own greater purpose, if she is to defeat the Salem Doll, a monstrous wooden creature that terrorises Sarah and her loved ones."
Clown 2,"Your favorite gamer trio is back. They will spend an adventure-packed summer in the Tatra Mountains. During the trip, Waldek finds out that his father - the person who abandoned his family a long time ago - lives nearby."
Eudora,"Luca a teenage orphan leaves his home town Chipilo for Mexico city, in seek of fortune, where he will met Paulina, a 24 year old circus trapeze artist, who will teach him love and life in the circus."
The Monster Beneath Us,"Sara and Ali have been close friends since childhood, and together, they face many different situations and problems with their friends and families, but some changes suddenly occur in their relationship."
The Camp Host,"A woman wakes chained in a remote cabin and escapes a man spiraling into hedonistic rituals-but as she struggles to survive, reality fractures, revealing a disturbing truth: she's not his victim, and he's not her captor."
Tyger,"In their council flat in the suburbs of Paris, Nicole (52) and her son, Serge (19), live a fusional love that flourishes against all odds. But as the Christmas holidays approach, turning their relationship and their life upside down."
Klaus & Barroso,"Shraddha wants her fiancé to fulfill an unusual vow before marriage. Her parents, Bhakti and Vacky, embark on a pilgrimage to seek divine blessings to make it happen."
Mutant,"Landmark anniversary concert celebrating 80 years of Rodgers and Hammerstein, featuring iconic songs from Oklahoma!, Carousel, South Pacific, Cinderella, and The Sound of Music performed with original arrangements in London, December 2023."
Krishnam Pranaya Sakhi,"An uneventful ride to campus becomes a nightmare as MAX, a diabetic, biology student, is entrapped in a diabolical wellness experiment. With her insulin supply dwindling, Max is forced into a deadly game of cat and mouse to save her life."
Little Jaffna,"Set against the backdrop of Allauddin Khilji's menacing intent to pillage the sacred temples and cultural heritage of Shetrunjay, Dadu Barot stands resolute, leading a meager band against overwhelming opposition"
Heather,"Kanata, a high school student who loves making music videos, finds purpose and inspiration after watching a street performance by Yu, a teacher who abandoned her dreams of having a music career."
Bad Boyz,"Chris Vander Kaay, a YouTuber in his mid-40s, takes a mysterious coach's advice to be brutally honest with his audience. His channel and life improve, but unforeseen darker consequences soon begin to unfold."
