Movie_Title,Storyline
Vares X,"Vares gets a desperate call from his friend Kyy, who needs saving. While Vares is saving his friend, the daughter of a new family of private detectives is kidnapped. Vares has to gamble with higher stakes than ever before. Events begin to link up with the parties of a mysterious sex cult and a showdown in the underworld. Who can Jussi Vares finally save?"
White Courage,"Two Highlander brothers, clash after their father's death. Andrzej meets Wolfram, an anthropologist. War erupts, Andrzej seeks Highlanders' cooperation with Germans, leading to a violent brotherly confrontation amidst wartime turmoil."
Sentinelese,"Sentinelese boy adrift, rescued by Burmese slave on Thai poaching vessel stranded near North Sentinel Island. Poachers trapped, Indian coast guard approaching as tribe threatens. Time running out to escape territorial waters."
Olivia & the Clouds,"This film explores love's complexities through the Rashomon effect. Olivia, haunted by a past love, hides it under her bed. She trades flowers with this ghost in exchange for comforting rain clouds."
Own Kind,
Scapegoat,When chaos knocks on the door a newly ordained priest has to face his demons.
Guacamole Yesterdays,"Following a painful separation, a heartbroken woman uses an experimental technology that allows her to revisit and manipulate her memories as a means to cope."
Chaari 111,"Following a bombing in Hyderabad, the chief minister directs classified intelligence unit Rudra Netra to track down the attackers. Brahmachaari, an assured but quirky officer, heads the mission."
Descendent,"When a defiant young woman finds herself lost in a remote wilderness, a solitary survivalist offers her shelter. Feeling trapped, she fights her way out of a dystopian world in search for truth of how she got there in the first place."
Highway Sheila: Resurrection,"After a family's 40-year quest to find their daughter's killer seems hopeless, a priest connects with her restless spirit on the highway where she died in 1983, setting in motion a chilling investigation aided by two determined detectives."
Family Vacation,"An internet-famous couple, desperate to get one another to confront their marital shortcomings, take a turbulent trip down memory lane."
Dasama,"Follows a close circle of friends in a tiny village school. It seamlessly flashes between their past and present, highlighting the camaraderie and enthusiasm of their adolescence."
Üç Harfliler: Nazar,"Zeliha strikes a deal with jinns, desperate for a grandchild. Her bargain unleashes a chain of horrifying supernatural occurrences."
Exorcismo: The Transgressive Legacy of Clasificada 'S',"Following Francisco Franco's death in 1975, Spanish cinema saw censorship relax, leading to its full abolition in 1977. The ""S"" rating flagged films with sexual, violent, or political content, becoming a hit in a newly liberated society."
Bardejov,"The story of small town Jewish leader Rafuel Lowy, who found an ingenious way to save Bardejov's Jewish population from being sent to Auschwitz during World War Two."
Guns Blazin,
The Art of Nothing,"An unknown and unhappy painter suddenly decides to quit his job and move to a small town in Normandie, hoping to be able to create a masterpiece. Local people will have an unexpected impact on his life."
Saint Nick of Bethlehem,"The original story about a man who lost his son, became Santa to many, reunites with his love, and brings hope to all. Distraught over losing his son, he finds closure and discovers a new purpose when he takes on the role of Santa Claus."
Stereoscope,"On a quest to find the father she thought was dead, a determined young girl uses a mysterious device that allows travel between worlds but unknowingly unleashes a monster from one of those worlds that haunts her every step."
J Baby,"Volatile mother leaves family without notice. Sons embark on journey to find her, bringing family drama to light."
Finalement,Lawyer suffering from a condition preventing him from lying takes a cross-country road trip in France. Musical fantasy blending trumpet and piano. Original Ibrahim Maalouf soundtrack.
Dr. Sander's Sleep Cure,"A man, plagued by insomnia, turns to Doctor Sander's Sleep Cure tapes for relief, becoming the unwitting star of his own nightmarish productions, navigating through bizarre and morbid dreamscapes filled with macabre humor."
The Last Podcast,
7 Keys,"Daniel has kept the keys to the places he's lived in. Lena wants to use them - on the ultimate tour of London, a weekend of getting to know each other intimately in other people's homes. This risky fantasy soon becomes a deadly threat."
Faultline,A hardened corporate lawyer must reconnect with her estranged sister when a case exposes questions about the circumstances surrounding their mother's death 20 years earlier.
Remnant,"A tragic accident, a fractured mind, a body healed by an experimental technology. A young woman becomes supernaturally linked to the horrors of her past. Haunted, hunted, harrowed, she must uncover the truth in order to be free."
Make a Girl,"In a future where domestic robots are commonplace, a young man creates his ideal partner. He brings to life an artificial girlfriend, who begins to display emotions. But over time she wonders whether her feelings are real or programmed."
